id,class
11334,Grouped horizontal bar
124467,Horizontal box
164116,Line
126609,Horizontal box
62458,Donut
10719,Grouped vertical bar
97528,Scatter
70974,Donut
148411,Horizontal box
125914,Vertical box
117205,Scatter
31086,Stacked vertical bar
38981,Stacked horizontal bar
36360,Stacked vertical bar
112304,Scatter
79538,Donut
86586,Scatter
15458,Stacked horizontal bar
80,Grouped vertical bar
125856,Vertical box
191484,Line
179983,Line
167463,Line
91860,Scatter
130937,Horizontal box
84401,Scatter
110124,Scatter
122182,Vertical box
52139,Stacked vertical bar
70244,Donut
149458,Vertical box
82678,Scatter
76633,Donut
176175,Line
33651,Stacked horizontal bar
118656,Scatter
136661,Vertical box
55604,Pie
64376,Donut
194999,Line
197447,Line
170855,Line
150852,Horizontal box
103480,Scatter
109040,Scatter
111374,Scatter
154593,Horizontal box
16402,Stacked horizontal bar
89949,Scatter
142447,Horizontal box
92594,Scatter
30804,Stacked horizontal bar
149740,Vertical box
3833,Grouped horizontal bar
120910,Vertical box
198671,Line
191753,Line
188701,Line
105334,Scatter
183218,Line
47588,Pie
197911,Line
133014,Horizontal box
143674,Vertical box
89987,Scatter
14400,Grouped vertical bar
174627,Line
174247,Line
42967,Pie
18890,Stacked horizontal bar
117986,Scatter
145044,Horizontal box
186899,Line
111160,Scatter
167996,Line
151803,Vertical box
35216,Stacked horizontal bar
74480,Donut
157125,Vertical box
524,Grouped vertical bar
172871,Line
189701,Line
143532,Vertical box
65795,Donut
32988,Stacked horizontal bar
109678,Scatter
146914,Horizontal box
191504,Line
120256,Horizontal box
59715,Grouped vertical bar
163069,Line
105009,Scatter
161646,Line
69906,Donut
37524,Stacked horizontal bar
43066,Stacked vertical bar
10501,Grouped vertical bar
192435,Line
109855,Scatter
93821,Scatter
147664,Vertical box
79711,Donut
151010,Vertical box
195526,Line
182573,Line
138065,Vertical box
183624,Line
176737,Line
95849,Scatter
153326,Vertical box
134489,Vertical box
147337,Horizontal box
103461,Scatter
71542,Donut
178063,Line
11168,Grouped horizontal bar
61458,Donut
177505,Line
101447,Scatter
16772,Stacked horizontal bar
153795,Horizontal box
144709,Horizontal box
165801,Line
155996,Horizontal box
148003,Horizontal box
149266,Vertical box
175057,Line
180140,Line
143792,Horizontal box
190306,Line
32728,Stacked horizontal bar
103649,Scatter
33787,Stacked vertical bar
26551,Stacked vertical bar
10398,Grouped horizontal bar
47855,Pie
156350,Vertical box
3514,Grouped vertical bar
75773,Donut
71572,Donut
159024,Vertical box
132563,Horizontal box
162373,Line
10031,Grouped vertical bar
140602,Horizontal box
94674,Scatter
29931,Stacked horizontal bar
70061,Donut
180120,Line
120330,Vertical box
132758,Vertical box
28000,Stacked horizontal bar
193445,Line
14554,Grouped vertical bar
123047,Vertical box
105086,Scatter
127323,Horizontal box
27097,Stacked vertical bar
46175,Scatter
84095,Scatter
60448,Donut
143948,Horizontal box
119989,Scatter
184049,Line
177130,Line
150575,Vertical box
20827,Stacked horizontal bar
89265,Scatter
111096,Scatter
82074,Scatter
138928,Vertical box
67893,Donut
174596,Line
16256,Stacked horizontal bar
26133,Stacked horizontal bar
45959,Pie
85729,Scatter
114800,Scatter
27620,Stacked horizontal bar
155143,Vertical box
40602,Pie
22245,Stacked horizontal bar
167124,Line
198470,Line
4585,Grouped horizontal bar
44556,Vertical box
78130,Donut
81080,Scatter
27039,Stacked vertical bar
190195,Line
133053,Horizontal box
11534,Grouped horizontal bar
16161,Stacked vertical bar
78978,Donut
127146,Horizontal box
136545,Vertical box
92256,Scatter
30796,Stacked horizontal bar
168506,Line
101327,Scatter
61328,Donut
11775,Grouped horizontal bar
96231,Scatter
179498,Line
121128,Horizontal box
62364,Donut
162745,Line
29182,Stacked horizontal bar
136214,Horizontal box
1663,Grouped vertical bar
179536,Line
48473,Grouped vertical bar
111020,Scatter
134199,Vertical box
75507,Donut
144039,Horizontal box
191791,Line
92165,Scatter
47414,Pie
67849,Donut
2356,Grouped vertical bar
190018,Line
184110,Line
3952,Grouped vertical bar
12601,Grouped horizontal bar
172373,Line
98329,Scatter
197822,Line
108780,Scatter
31254,Stacked vertical bar
33743,Stacked vertical bar
74344,Donut
46042,Vertical box
172648,Line
107908,Scatter
68506,Donut
42860,Grouped vertical bar
23543,Stacked vertical bar
131504,Vertical box
74212,Donut
20011,Stacked horizontal bar
74098,Donut
55500,Donut
196829,Line
121773,Horizontal box
134646,Horizontal box
67154,Donut
170381,Line
157550,Horizontal box
52387,Line
166514,Line
136089,Horizontal box
83588,Scatter
68346,Donut
148440,Vertical box
8335,Grouped horizontal bar
172960,Line
8499,Grouped vertical bar
173437,Line
168023,Line
146513,Vertical box
106811,Scatter
107888,Scatter
173316,Line
158208,Vertical box
97987,Scatter
81871,Scatter
110993,Scatter
153114,Vertical box
60335,Donut
179820,Line
17675,Stacked vertical bar
144832,Vertical box
36932,Stacked horizontal bar
107486,Scatter
152514,Vertical box
142068,Horizontal box
39498,Stacked vertical bar
143883,Vertical box
52046,Pie
36339,Stacked horizontal bar
63018,Donut
82412,Scatter
154833,Horizontal box
154247,Horizontal box
6551,Grouped vertical bar
45171,Scatter
19856,Stacked vertical bar
38695,Stacked horizontal bar
26923,Stacked vertical bar
179218,Line
38539,Stacked horizontal bar
192786,Line
175492,Line
38246,Stacked horizontal bar
1469,Grouped vertical bar
116763,Scatter
195196,Line
24400,Stacked horizontal bar
165738,Line
151683,Horizontal box
148460,Vertical box
82658,Scatter
168561,Line
124311,Vertical box
150187,Horizontal box
58932,Pie
104533,Scatter
73866,Donut
170490,Line
65507,Donut
77362,Donut
173332,Line
61041,Donut
47790,Pie
97979,Scatter
103018,Scatter
167255,Line
185392,Line
2277,Grouped horizontal bar
112905,Scatter
61022,Donut
14324,Grouped horizontal bar
131482,Vertical box
11683,Grouped horizontal bar
108820,Scatter
58145,Stacked horizontal bar
108914,Scatter
193735,Line
100413,Scatter
20845,Stacked vertical bar
153427,Vertical box
38474,Stacked vertical bar
182668,Line
8926,Grouped vertical bar
43502,Donut
48539,Pie
69490,Donut
93019,Scatter
150599,Vertical box
80400,Scatter
159074,Vertical box
159377,Vertical box
104301,Scatter
151412,Vertical box
38316,Stacked vertical bar
168385,Line
164200,Line
94518,Scatter
157151,Horizontal box
196269,Line
134685,Horizontal box
4989,Grouped horizontal bar
67476,Donut
53534,Grouped vertical bar
190455,Line
175650,Line
3520,Grouped horizontal bar
107260,Scatter
103691,Scatter
176607,Line
40903,Pie
155456,Horizontal box
95736,Scatter
62072,Donut
19402,Stacked horizontal bar
114872,Scatter
79724,Donut
32093,Stacked vertical bar
122876,Vertical box
167771,Line
118689,Scatter
109527,Scatter
75454,Donut
15697,Stacked vertical bar
120836,Horizontal box
122340,Horizontal box
67149,Donut
102965,Scatter
88397,Scatter
85204,Scatter
164797,Line
96997,Scatter
127488,Horizontal box
124943,Horizontal box
63415,Donut
10,Grouped vertical bar
49902,Pie
33634,Stacked horizontal bar
51566,Stacked horizontal bar
159124,Horizontal box
23640,Stacked horizontal bar
24260,Stacked horizontal bar
157897,Horizontal box
111165,Scatter
41994,Pie
129382,Horizontal box
175542,Line
169666,Line
30417,Stacked horizontal bar
138540,Vertical box
181364,Line
137442,Horizontal box
169390,Line
132572,Vertical box
158810,Vertical box
150860,Horizontal box
143407,Horizontal box
54306,Stacked vertical bar
78809,Donut
27574,Stacked vertical bar
22821,Stacked vertical bar
75327,Donut
11715,Grouped vertical bar
92314,Scatter
89752,Scatter
102185,Scatter
61512,Donut
167034,Line
161056,Line
10428,Grouped horizontal bar
91212,Scatter
15761,Stacked vertical bar
145691,Vertical box
170966,Line
86083,Scatter
172405,Line
20134,Stacked horizontal bar
57726,Stacked horizontal bar
80515,Scatter
101446,Scatter
87062,Scatter
58316,Pie
171142,Line
81687,Scatter
180299,Line
125966,Vertical box
28873,Stacked horizontal bar
180898,Line
94646,Scatter
45482,Pie
165412,Line
142583,Horizontal box
89761,Scatter
77803,Donut
130321,Vertical box
11614,Grouped vertical bar
164687,Line
150343,Horizontal box
73796,Donut
145867,Horizontal box
193706,Line
27019,Stacked vertical bar
95979,Scatter
185252,Line
17579,Stacked horizontal bar
78238,Donut
187540,Line
60010,Donut
66115,Donut
113905,Scatter
17773,Stacked horizontal bar
185971,Line
103349,Scatter
105490,Scatter
128360,Vertical box
2378,Grouped vertical bar
173336,Line
179198,Line
24758,Stacked horizontal bar
185994,Line
189326,Line
105183,Scatter
37735,Stacked horizontal bar
91352,Scatter
104324,Scatter
126309,Horizontal box
90384,Scatter
7357,Grouped horizontal bar
93798,Scatter
35299,Stacked vertical bar
145750,Horizontal box
182158,Line
82907,Scatter
21949,Stacked vertical bar
196020,Line
154109,Horizontal box
187080,Line
155435,Vertical box
150431,Horizontal box
9906,Grouped vertical bar
155834,Vertical box
62778,Donut
85894,Scatter
52956,Pie
105323,Scatter
198250,Line
110934,Scatter
51809,Scatter
81767,Scatter
127479,Vertical box
66392,Donut
84687,Scatter
196264,Line
141433,Horizontal box
157364,Vertical box
131989,Horizontal box
7092,Grouped horizontal bar
53152,Pie
110809,Scatter
9612,Grouped horizontal bar
191188,Line
165106,Line
57911,Pie
1311,Grouped horizontal bar
199703,Line
180913,Line
106170,Scatter
35030,Stacked horizontal bar
158187,Vertical box
83547,Scatter
184596,Line
52448,Pie
104734,Scatter
199288,Line
167539,Line
163963,Line
131661,Vertical box
116437,Scatter
2308,Grouped vertical bar
60251,Donut
64554,Donut
94984,Scatter
88977,Scatter
176402,Line
106519,Scatter
3257,Grouped vertical bar
159537,Vertical box
44771,Scatter
130362,Vertical box
148836,Vertical box
114759,Scatter
1066,Grouped vertical bar
160987,Line
12651,Grouped horizontal bar
147961,Horizontal box
35074,Stacked horizontal bar
36055,Stacked vertical bar
53883,Line
11619,Grouped horizontal bar
160462,Line
93653,Scatter
141079,Horizontal box
80881,Scatter
43761,Scatter
75171,Donut
84435,Scatter
73184,Donut
159918,Vertical box
26752,Stacked horizontal bar
150932,Vertical box
63312,Donut
59397,Vertical box
179974,Line
31166,Stacked vertical bar
103670,Scatter
118723,Scatter
187879,Line
172933,Line
191340,Line
27313,Stacked horizontal bar
14163,Grouped vertical bar
96550,Scatter
80829,Scatter
38767,Stacked horizontal bar
4397,Grouped vertical bar
191082,Line
70191,Donut
23811,Stacked horizontal bar
167204,Line
92383,Scatter
33877,Stacked horizontal bar
139966,Vertical box
185046,Line
77153,Donut
38105,Stacked vertical bar
170596,Line
137543,Horizontal box
17241,Stacked horizontal bar
91979,Scatter
196077,Line
160596,Line
179010,Line
126047,Vertical box
118629,Scatter
73426,Donut
121040,Vertical box
54963,Grouped vertical bar
44369,Pie
70600,Donut
48876,Grouped horizontal bar
153485,Vertical box
46677,Pie
122736,Vertical box
20445,Stacked horizontal bar
4276,Grouped horizontal bar
108149,Scatter
176399,Line
156707,Vertical box
26391,Stacked horizontal bar
118132,Scatter
156006,Horizontal box
88333,Scatter
148859,Vertical box
110019,Scatter
75478,Donut
1737,Grouped horizontal bar
116816,Scatter
157689,Vertical box
86642,Scatter
7958,Grouped horizontal bar
187317,Line
8785,Grouped horizontal bar
13399,Grouped horizontal bar
110434,Scatter
73341,Donut
47184,Scatter
15156,Stacked horizontal bar
33866,Stacked horizontal bar
57798,Scatter
63902,Donut
82536,Scatter
177462,Line
92440,Scatter
80185,Scatter
194512,Line
178543,Line
81406,Scatter
77260,Donut
126507,Horizontal box
145436,Vertical box
76407,Donut
132245,Horizontal box
33788,Stacked horizontal bar
191147,Line
56866,Grouped vertical bar
34639,Stacked vertical bar
123861,Vertical box
4521,Grouped horizontal bar
13078,Grouped horizontal bar
196004,Line
72739,Donut
106965,Scatter
65225,Donut
36363,Stacked horizontal bar
180698,Line
126040,Horizontal box
102653,Scatter
199694,Line
187858,Line
163281,Line
169080,Line
12941,Grouped horizontal bar
27457,Stacked vertical bar
153561,Vertical box
191562,Line
37170,Stacked vertical bar
102409,Scatter
56484,Pie
164758,Line
119218,Scatter
72214,Donut
29384,Stacked vertical bar
197925,Line
120789,Vertical box
145530,Horizontal box
79564,Donut
115739,Scatter
126142,Vertical box
176015,Line
192429,Line
113376,Scatter
84208,Scatter
175128,Line
34137,Stacked vertical bar
108084,Scatter
196028,Line
100496,Scatter
125124,Horizontal box
155369,Horizontal box
143563,Vertical box
196973,Line
46436,Pie
21319,Stacked horizontal bar
51531,Grouped vertical bar
92586,Scatter
96638,Scatter
142027,Vertical box
92211,Scatter
103604,Scatter
1679,Grouped vertical bar
14265,Grouped horizontal bar
195423,Line
14398,Grouped vertical bar
58004,Stacked horizontal bar
11061,Grouped vertical bar
54903,Vertical box
154227,Horizontal box
166633,Line
164851,Line
50718,Pie
6771,Grouped vertical bar
83640,Scatter
53758,Pie
155576,Horizontal box
111111,Scatter
65025,Donut
18030,Stacked vertical bar
59235,Scatter
83738,Scatter
79233,Donut
78428,Donut
15233,Stacked horizontal bar
189366,Line
66391,Donut
101515,Scatter
112747,Scatter
186740,Line
159409,Horizontal box
152855,Vertical box
13255,Grouped vertical bar
84232,Scatter
188403,Line
87494,Scatter
6868,Grouped horizontal bar
8243,Grouped vertical bar
173915,Line
53324,Pie
21066,Stacked horizontal bar
36454,Stacked horizontal bar
151205,Vertical box
191062,Line
1464,Grouped vertical bar
118874,Scatter
15863,Stacked horizontal bar
180282,Line
3602,Grouped vertical bar
37994,Stacked horizontal bar
42389,Pie
108666,Scatter
148279,Vertical box
142197,Horizontal box
105875,Scatter
7794,Grouped vertical bar
7217,Grouped vertical bar
63259,Donut
188738,Line
170720,Line
138384,Vertical box
167560,Line
177721,Line
68984,Donut
112141,Scatter
37642,Stacked vertical bar
117011,Scatter
21865,Stacked horizontal bar
63123,Donut
189716,Line
167036,Line
39220,Stacked horizontal bar
26516,Stacked horizontal bar
188160,Line
421,Grouped vertical bar
122410,Vertical box
137922,Vertical box
135981,Horizontal box
159892,Horizontal box
178829,Line
6585,Grouped vertical bar
40823,Stacked vertical bar
106116,Scatter
121601,Horizontal box
196546,Line
198723,Line
61937,Donut
152460,Vertical box
176011,Line
165666,Line
162598,Line
175101,Line
56065,Grouped horizontal bar
93562,Scatter
126905,Vertical box
193301,Line
27373,Stacked vertical bar
35805,Stacked vertical bar
19018,Stacked horizontal bar
27249,Stacked vertical bar
96337,Scatter
120972,Horizontal box
45270,Vertical box
144531,Vertical box
17122,Stacked vertical bar
61013,Donut
96901,Scatter
71603,Donut
153174,Horizontal box
45522,Pie
96636,Scatter
7336,Grouped horizontal bar
87572,Scatter
3585,Grouped vertical bar
169376,Line
18991,Stacked horizontal bar
21859,Stacked vertical bar
148831,Horizontal box
174817,Line
188028,Line
44043,Pie
191285,Line
129832,Horizontal box
129069,Vertical box
103033,Scatter
106606,Scatter
139510,Horizontal box
105691,Scatter
71560,Donut
116064,Scatter
39214,Stacked horizontal bar
19577,Stacked vertical bar
82515,Scatter
124337,Horizontal box
159356,Horizontal box
89597,Scatter
176799,Line
163111,Line
18945,Stacked horizontal bar
153319,Vertical box
185577,Line
73700,Donut
10881,Grouped vertical bar
189963,Line
40149,Pie
180150,Line
131317,Vertical box
112216,Scatter
165628,Line
16252,Stacked vertical bar
191508,Line
174166,Line
53633,Stacked vertical bar
197777,Line
160267,Line
52674,Pie
118117,Scatter
7705,Grouped vertical bar
12304,Grouped vertical bar
59639,Donut
187262,Line
56920,Pie
87869,Scatter
92218,Scatter
12742,Grouped vertical bar
43266,Grouped horizontal bar
156434,Vertical box
165182,Line
14805,Grouped vertical bar
173865,Line
89718,Scatter
133748,Horizontal box
142095,Horizontal box
158226,Vertical box
47438,Stacked horizontal bar
113019,Scatter
96188,Scatter
16384,Stacked horizontal bar
177794,Line
193418,Line
24636,Stacked vertical bar
24238,Stacked horizontal bar
148902,Vertical box
138509,Horizontal box
75782,Donut
87256,Scatter
61332,Donut
144107,Vertical box
70116,Donut
137065,Horizontal box
176846,Line
44569,Pie
69056,Donut
172557,Line
21867,Stacked horizontal bar
183767,Line
32937,Stacked vertical bar
198270,Line
122154,Vertical box
49405,Stacked vertical bar
190893,Line
154825,Horizontal box
93512,Scatter
195194,Line
32363,Stacked vertical bar
93389,Scatter
181502,Line
86055,Scatter
121481,Horizontal box
27587,Stacked horizontal bar
104844,Scatter
116991,Scatter
36823,Stacked vertical bar
110076,Scatter
12095,Grouped vertical bar
185340,Line
105026,Scatter
111639,Scatter
53306,Pie
112319,Scatter
198746,Line
20637,Stacked vertical bar
123677,Horizontal box
8269,Grouped vertical bar
107597,Scatter
26670,Stacked horizontal bar
118095,Scatter
7108,Grouped horizontal bar
98691,Scatter
2007,Grouped horizontal bar
143755,Vertical box
93968,Scatter
41834,Scatter
5357,Grouped vertical bar
8131,Grouped vertical bar
60828,Donut
134806,Horizontal box
164761,Line
73053,Donut
178771,Line
188879,Line
8845,Grouped vertical bar
22829,Stacked vertical bar
42745,Donut
111795,Scatter
67006,Donut
186830,Line
177605,Line
38533,Stacked vertical bar
69052,Donut
164545,Line
180161,Line
14844,Grouped horizontal bar
115060,Scatter
159412,Vertical box
151211,Horizontal box
7582,Grouped vertical bar
171417,Line
38004,Stacked vertical bar
18282,Stacked vertical bar
142212,Vertical box
12223,Grouped vertical bar
106503,Scatter
119876,Scatter
174090,Line
116878,Scatter
125146,Vertical box
159256,Horizontal box
178320,Line
86718,Scatter
122399,Horizontal box
71554,Donut
31843,Stacked horizontal bar
26862,Stacked vertical bar
17167,Stacked horizontal bar
73900,Donut
187375,Line
11696,Grouped vertical bar
97215,Scatter
82700,Scatter
142909,Horizontal box
154712,Horizontal box
97207,Scatter
6789,Grouped horizontal bar
50516,Line
82577,Scatter
175753,Line
148690,Horizontal box
168173,Line
30130,Stacked vertical bar
153651,Vertical box
56729,Pie
153074,Horizontal box
101400,Scatter
13253,Grouped vertical bar
173777,Line
177948,Line
49329,Pie
8477,Grouped vertical bar
22775,Stacked horizontal bar
192789,Line
188344,Line
52477,Pie
44142,Scatter
169418,Line
178455,Line
58663,Grouped vertical bar
126722,Horizontal box
138801,Vertical box
182310,Line
121668,Horizontal box
196714,Line
178149,Line
87873,Scatter
178754,Line
178944,Line
195079,Line
120755,Horizontal box
132490,Horizontal box
26633,Stacked horizontal bar
17185,Stacked vertical bar
29762,Stacked vertical bar
63468,Donut
154433,Horizontal box
61093,Donut
986,Grouped vertical bar
189494,Line
18605,Stacked horizontal bar
43328,Pie
86876,Scatter
75951,Donut
134777,Horizontal box
83861,Scatter
90633,Scatter
197728,Line
166313,Line
37270,Stacked horizontal bar
165189,Line
38403,Stacked vertical bar
187992,Line
190133,Line
174070,Line
188708,Line
66502,Donut
162919,Line
69885,Donut
51081,Line
19372,Stacked vertical bar
37118,Stacked horizontal bar
89843,Scatter
30569,Stacked vertical bar
191883,Line
171187,Line
113766,Scatter
75939,Donut
114766,Scatter
7225,Grouped horizontal bar
67482,Donut
58953,Horizontal box
66411,Donut
107745,Scatter
101843,Scatter
103068,Scatter
33475,Stacked horizontal bar
186829,Line
115320,Scatter
99903,Scatter
67279,Donut
83513,Scatter
104296,Scatter
156166,Vertical box
31731,Stacked vertical bar
5825,Grouped vertical bar
138868,Vertical box
131981,Vertical box
75011,Donut
171629,Line
36603,Stacked horizontal bar
124581,Vertical box
185282,Line
62730,Donut
62839,Donut
50471,Horizontal box
131944,Vertical box
148439,Horizontal box
143607,Horizontal box
176248,Line
103723,Scatter
47454,Vertical box
109000,Scatter
61589,Donut
6407,Grouped horizontal bar
98243,Scatter
158976,Vertical box
154156,Horizontal box
194741,Line
139638,Vertical box
5148,Grouped vertical bar
157189,Vertical box
156240,Horizontal box
98803,Scatter
194250,Line
91903,Scatter
130203,Vertical box
177525,Line
79370,Donut
172877,Line
64686,Donut
107847,Scatter
69545,Donut
61315,Donut
113175,Scatter
73004,Donut
20322,Stacked horizontal bar
23780,Stacked horizontal bar
82898,Scatter
76998,Donut
24710,Stacked horizontal bar
111717,Scatter
117635,Scatter
83179,Scatter
117133,Scatter
121675,Horizontal box
111681,Scatter
158468,Horizontal box
135513,Horizontal box
28820,Stacked horizontal bar
168601,Line
121542,Horizontal box
77795,Donut
162988,Line
165975,Line
60774,Donut
119685,Scatter
141853,Horizontal box
2340,Grouped horizontal bar
150315,Vertical box
103169,Scatter
47875,Donut
1462,Grouped horizontal bar
180050,Line
103622,Scatter
199635,Line
156586,Horizontal box
108371,Scatter
189656,Line
73077,Donut
125703,Vertical box
10740,Grouped horizontal bar
176288,Line
15139,Stacked vertical bar
58898,Pie
180680,Line
76106,Donut
14706,Grouped horizontal bar
16478,Stacked vertical bar
115208,Scatter
7425,Grouped vertical bar
197031,Line
45381,Stacked horizontal bar
182982,Line
68379,Donut
77701,Donut
4022,Grouped horizontal bar
157261,Vertical box
92002,Scatter
54922,Line
181639,Line
76256,Donut
153330,Horizontal box
194283,Line
28493,Stacked vertical bar
41574,Grouped horizontal bar
175701,Line
1839,Grouped horizontal bar
15574,Stacked horizontal bar
93136,Scatter
15200,Stacked horizontal bar
103039,Scatter
189217,Line
188842,Line
97963,Scatter
103423,Scatter
116418,Scatter
160842,Line
49214,Grouped horizontal bar
66442,Donut
89324,Scatter
186982,Line
18512,Stacked vertical bar
74505,Donut
112583,Scatter
76589,Donut
5434,Grouped vertical bar
141483,Vertical box
198729,Line
175372,Line
35672,Stacked horizontal bar
80023,Scatter
72023,Donut
174261,Line
30063,Stacked horizontal bar
129916,Vertical box
151342,Horizontal box
12313,Grouped horizontal bar
169683,Line
15459,Stacked vertical bar
140287,Horizontal box
46390,Pie
64302,Donut
99605,Scatter
33455,Stacked vertical bar
186687,Line
161906,Line
100309,Scatter
117298,Scatter
7221,Grouped vertical bar
170642,Line
89835,Scatter
144244,Vertical box
112055,Scatter
186376,Line
99752,Scatter
142354,Vertical box
132300,Horizontal box
191313,Line
154186,Horizontal box
83902,Scatter
44856,Scatter
45677,Stacked vertical bar
80970,Scatter
188062,Line
62927,Donut
128392,Horizontal box
147587,Horizontal box
140022,Horizontal box
5320,Grouped horizontal bar
171664,Line
199673,Line
184749,Line
18027,Stacked horizontal bar
57619,Pie
112845,Scatter
5587,Grouped horizontal bar
17330,Stacked horizontal bar
70303,Donut
195220,Line
183914,Line
59943,Scatter
34355,Stacked horizontal bar
169695,Line
87578,Scatter
150768,Vertical box
180566,Line
68395,Donut
142008,Vertical box
191046,Line
75428,Donut
192718,Line
32260,Stacked vertical bar
193427,Line
160713,Line
88046,Scatter
172887,Line
148433,Vertical box
73167,Donut
148339,Horizontal box
52728,Pie
155615,Horizontal box
159339,Vertical box
184517,Line
124702,Horizontal box
148536,Vertical box
171434,Line
110408,Scatter
57799,Stacked horizontal bar
84268,Scatter
90302,Scatter
80957,Scatter
61884,Donut
192223,Line
138358,Vertical box
115851,Scatter
2609,Grouped vertical bar
135530,Vertical box
103357,Scatter
78898,Donut
118769,Scatter
198897,Line
169364,Line
197353,Line
34709,Stacked horizontal bar
133224,Horizontal box
122615,Vertical box
28081,Stacked vertical bar
196780,Line
4726,Grouped horizontal bar
12212,Grouped horizontal bar
22691,Stacked vertical bar
172874,Line
46047,Vertical box
46929,Grouped vertical bar
85330,Scatter
176968,Line
56826,Stacked horizontal bar
187037,Line
27045,Stacked horizontal bar
122320,Horizontal box
61909,Donut
89018,Scatter
187045,Line
61941,Donut
106082,Scatter
60700,Donut
106128,Scatter
126181,Vertical box
59278,Line
188315,Line
56748,Pie
58589,Line
74696,Donut
34471,Stacked vertical bar
148668,Horizontal box
11557,Grouped vertical bar
26686,Stacked vertical bar
104665,Scatter
178675,Line
47264,Grouped vertical bar
30731,Stacked vertical bar
51224,Pie
102277,Scatter
83393,Scatter
18095,Stacked vertical bar
173403,Line
121426,Horizontal box
103252,Scatter
67958,Donut
150845,Vertical box
50417,Pie
70079,Donut
74364,Donut
110052,Scatter
140601,Horizontal box
196785,Line
110000,Scatter
120681,Horizontal box
174819,Line
159625,Vertical box
143295,Vertical box
152562,Vertical box
180890,Line
145971,Horizontal box
195103,Line
129029,Vertical box
37581,Stacked horizontal bar
9867,Grouped vertical bar
87512,Scatter
54023,Scatter
6481,Grouped horizontal bar
48738,Scatter
60353,Donut
57590,Stacked horizontal bar
19158,Stacked horizontal bar
96814,Scatter
56561,Vertical box
118305,Scatter
24001,Stacked horizontal bar
87597,Scatter
105124,Scatter
34364,Stacked vertical bar
65926,Donut
24464,Stacked vertical bar
47805,Line
3248,Grouped vertical bar
303,Grouped vertical bar
65916,Donut
138308,Horizontal box
68410,Donut
152284,Vertical box
22017,Stacked horizontal bar
197302,Line
177572,Line
38563,Stacked horizontal bar
76728,Donut
152620,Vertical box
57124,Horizontal box
159660,Horizontal box
84441,Scatter
49821,Grouped horizontal bar
108572,Scatter
158555,Horizontal box
35331,Stacked vertical bar
39891,Stacked horizontal bar
91538,Scatter
131889,Horizontal box
12477,Grouped vertical bar
78929,Donut
83972,Scatter
13718,Grouped vertical bar
53072,Stacked vertical bar
96729,Scatter
26702,Stacked horizontal bar
71095,Donut
86015,Scatter
161529,Line
155809,Horizontal box
127806,Vertical box
10580,Grouped horizontal bar
105566,Scatter
184216,Line
107782,Scatter
108792,Scatter
104354,Scatter
91555,Scatter
188652,Line
41004,Pie
147888,Horizontal box
61030,Donut
140228,Horizontal box
16584,Stacked vertical bar
86899,Scatter
78359,Donut
168081,Line
50458,Pie
91246,Scatter
82422,Scatter
64784,Donut
42121,Pie
61244,Donut
149847,Vertical box
90512,Scatter
162315,Line
173973,Line
76535,Donut
149726,Vertical box
188673,Line
60359,Donut
127182,Horizontal box
40615,Pie
93198,Scatter
174580,Line
136027,Horizontal box
162030,Line
190964,Line
146573,Horizontal box
152586,Horizontal box
116953,Scatter
4548,Grouped horizontal bar
65901,Donut
61712,Donut
82215,Scatter
110645,Scatter
173204,Line
22467,Stacked horizontal bar
178462,Line
141660,Horizontal box
156680,Horizontal box
161134,Line
68552,Donut
122479,Horizontal box
99763,Scatter
188392,Line
173029,Line
166505,Line
130862,Vertical box
168508,Line
24586,Stacked vertical bar
182074,Line
126880,Horizontal box
194502,Line
112477,Scatter
57383,Pie
48230,Line
165846,Line
68562,Donut
30449,Stacked horizontal bar
159104,Vertical box
135622,Vertical box
181476,Line
86947,Scatter
6376,Grouped vertical bar
50582,Pie
171393,Line
156214,Horizontal box
129065,Vertical box
92888,Scatter
127897,Horizontal box
50829,Scatter
134456,Horizontal box
40677,Pie
187748,Line
169624,Line
129105,Vertical box
60596,Donut
164796,Line
98102,Scatter
99391,Scatter
25367,Stacked horizontal bar
23734,Stacked vertical bar
193101,Line
56372,Line
138094,Vertical box
14905,Grouped horizontal bar
2428,Grouped horizontal bar
135610,Horizontal box
137068,Vertical box
130930,Horizontal box
96370,Scatter
118580,Scatter
3295,Grouped horizontal bar
174193,Line
65440,Donut
127216,Horizontal box
161805,Line
69307,Donut
4787,Grouped vertical bar
126379,Vertical box
194563,Line
31221,Stacked vertical bar
126439,Vertical box
178012,Line
112575,Scatter
33498,Stacked horizontal bar
149349,Vertical box
97222,Scatter
77012,Donut
86793,Scatter
29021,Stacked vertical bar
233,Grouped horizontal bar
60005,Donut
57562,Grouped horizontal bar
107405,Scatter
103298,Scatter
104637,Scatter
1919,Grouped vertical bar
57514,Pie
106768,Scatter
60467,Donut
78248,Donut
87771,Scatter
118936,Scatter
88710,Scatter
112888,Scatter
125682,Vertical box
19953,Stacked horizontal bar
188112,Line
108757,Scatter
90759,Scatter
197671,Line
64986,Donut
135910,Vertical box
107559,Scatter
192350,Line
100852,Scatter
146439,Horizontal box
182806,Line
48049,Horizontal box
33117,Stacked vertical bar
192021,Line
97010,Scatter
132962,Vertical box
175215,Line
50142,Horizontal box
36134,Stacked horizontal bar
66069,Donut
148464,Vertical box
81594,Scatter
9271,Grouped vertical bar
9621,Grouped vertical bar
